,ligand_name,sequence_id,label
0,107,23143,1
1,107,23144,1
2,107,2,1
3,107,3,1
4,107,4,1
5,107,5,1
6,107,6,1
7,107,7,1
8,107,8,1
9,107,9,1
10,107,10,1
11,107,11,1
12,107,12,1
13,107,13,1
14,107,14,1
15,107,15,1
16,107,16,1
17,107,17,1
18,107,18,1
19,107,19,1
20,107,20,1
21,107,21,1
22,107,22,1
23,107,23,1
24,107,24,1
25,107,25,1
26,107,26,1
27,107,27,1
28,107,28,1
29,107,29,1
30,107,30,1
31,107,31,1
32,107,32,1
33,107,33,1
34,107,34,1
35,107,35,1
36,15,36,1
37,15,37,1
38,15,38,1
39,15,39,1
40,15,40,1
41,15,41,1
42,15,42,1
43,15,43,1
44,15,44,1
45,15,45,1
46,15,46,1
47,15,47,1
48,15,48,1
49,15,49,1
50,15,50,1
51,15,51,1
52,107,52,1
53,107,53,1
54,107,54,1
55,107,55,1
56,107,56,1
57,107,57,1
58,107,58,1
59,107,59,1
60,107,60,1
61,107,61,1
62,107,62,1
63,107,63,1
64,107,64,1
65,107,65,1
66,107,66,1
67,107,67,1
68,105,68,1
69,105,69,1
70,105,70,1
71,105,71,1
72,105,72,1
73,105,73,1
74,105,74,1
75,105,75,1
76,105,76,1
77,105,77,1
78,105,78,1
79,105,79,1
80,105,80,1
81,105,81,1
82,105,82,1
83,105,83,1
84,105,85,1
85,105,86,1
86,105,87,1
87,105,88,1
88,105,89,1
89,105,90,1
90,105,91,1
91,38,92,1
92,38,93,1
93,38,94,1
94,38,95,1
95,38,96,1
96,38,97,1
97,38,98,1
98,38,99,1
99,38,100,1
100,38,101,1
101,38,102,1
102,38,103,1
103,38,104,1
104,38,105,1
105,38,106,1
106,38,107,1
107,28,108,1
108,28,109,1
109,28,110,1
110,28,111,1
111,28,112,1
112,28,113,1
113,28,115,1
114,3,123,1
115,3,124,1
116,3,125,1
117,3,126,1
118,3,127,1
119,3,128,1
120,3,129,1
121,3,130,1
122,3,131,1
123,3,133,1
124,3,134,1
125,3,135,1
126,3,136,1
127,3,137,1
128,3,138,1
129,3,139,1
130,3,140,1
131,3,141,1
132,3,142,1
133,3,143,1
134,3,144,1
135,3,145,1
136,3,146,1
137,3,147,1
138,3,148,1
139,3,149,1
140,3,150,1
141,3,151,1
142,3,152,1
143,3,153,1
144,3,154,1
145,3,155,1
146,3,156,1
147,3,157,1
148,3,158,1
149,3,159,1
150,3,160,1
151,3,161,1
152,3,162,1
153,3,163,1
154,3,164,1
155,3,165,1
156,3,166,1
157,3,167,1
158,3,168,1
159,3,169,1
160,3,170,1
161,3,171,1
162,118,172,1
163,118,173,1
164,118,174,1
165,118,175,1
166,118,176,1
167,118,177,1
168,118,178,1
169,118,179,1
170,118,180,1
171,118,181,1
172,118,182,1
173,118,183,1
174,118,184,1
175,118,185,1
176,118,186,1
177,118,187,1
178,118,188,1
179,118,189,1
180,118,190,1
181,118,191,1
182,118,192,1
183,119,193,1
184,119,194,1
185,119,195,1
186,119,196,1
187,119,197,1
188,119,198,1
189,119,199,1
190,119,200,1
191,119,201,1
192,119,202,1
193,119,203,1
194,119,204,1
195,119,205,1
196,119,206,1
197,119,207,1
198,119,208,1
199,119,209,1
200,119,210,1
201,119,211,1
202,119,212,1
203,119,213,1
204,119,214,1
205,119,215,1
206,119,216,1
207,119,217,1
208,119,218,1
209,119,219,1
210,119,220,1
211,119,221,1
212,119,222,1
213,119,223,1
214,119,224,1
215,119,225,1
216,119,226,1
217,119,227,1
218,119,228,1
219,119,229,1
220,119,230,1
221,119,231,1
222,119,232,1
223,119,233,1
224,119,234,1
225,119,235,1
226,119,236,1
227,119,237,1
228,119,238,1
229,119,239,1
230,119,240,1
231,119,241,1
232,119,242,1
233,119,243,1
234,119,244,1
235,119,245,1
236,119,246,1
237,119,247,1
238,119,248,1
239,119,249,1
240,119,250,1
241,119,251,1
242,119,252,1
243,119,253,1
244,119,254,1
245,119,255,1
246,119,256,1
247,119,257,1
248,119,258,1
249,119,259,1
250,119,260,1
251,119,261,1
252,119,262,1
253,119,263,1
254,119,264,1
255,119,265,1
256,119,266,1
257,119,267,1
258,119,268,1
259,119,269,1
260,119,270,1
261,119,271,1
262,119,272,1
263,119,273,1
264,119,274,1
265,119,275,1
266,119,276,1
267,119,277,1
268,119,278,1
269,119,279,1
270,119,280,1
271,119,281,1
272,119,282,1
273,119,283,1
274,119,284,1
275,119,285,1
276,119,286,1
277,119,287,1
278,119,288,1
279,119,289,1
280,119,290,1
281,119,291,1
282,119,292,1
283,119,293,1
284,119,294,1
285,119,295,1
286,119,296,1
287,119,297,1
288,119,298,1
289,119,299,1
290,119,300,1
291,119,301,1
292,119,302,1
293,119,303,1
294,119,304,1
295,119,305,1
296,119,306,1
297,119,307,1
298,119,308,1
299,119,309,1
300,119,310,1
301,119,311,1
302,119,312,1
303,119,313,1
304,119,314,1
305,119,315,1
306,119,316,1
307,119,317,1
308,119,318,1
